event_date,buffer_pct,income_changed
2026-07-08,,False
2026-07-08,,False
2026-07-08,,False
2026-07-08,,False
2026-07-09,,False
2026-07-10,,False
2026-07-10,66.0,False
2026-07-14,,False
2026-07-19,67.0,False
2026-07-23,57.0,True
2026-07-23,,True
2026-07-24,88.0,False
2026-07-24,,True
2026-07-24,88.0,True
2026-07-24,,False
